book,sentence_path,section,composition,similarity,normalized_similarity,text,n_words
1QS,1QS:2:3-2:11,sectarian_texts,community_rule,0.9487083,0.9137861,מכול רע ויאר לבכה בשכל חיים ויחונכה בדעת עולמים וישא פני חסדיו לכה לשלום עולמים והלויים מקללים את כול אנשי גורל בליעל וענו ואמרו ארור אתה בכול מעשי רשע אשמתכה יתנכה אל זעוה ביד כול נוקמי נקם ויפקוד אחריכה כלה ביד כול משלמי גמולים ארור אתה לאין רחמים כחושך מעשיכה וזעום אתה באפלת אש עולמים לוא יחונכה אל בקוראכה ולוא יסלח לכפר עווניך ישא פני אפו לנקמתכה ולוא יהיה לכה שלום בפי כול אוחזי אבות וכול העוברים בברית אומרים אחר המברכים והמקללים אמן אמן והוסיפו הכוהנים והלויים ואמרו ארור בגלולי לבו לעבור ,93
CD,CD:10:7-10:16,sectarian_texts,CD,0.9487009,0.91375834,ועשרים שנה עד בני ששים שנה ואל יתיצב עוד מבן ששים שנה ומעלה לשפוט את העדה כי במעל האדם מעטו ימו ובחרון אף אל ביושבי הארץ אמר לסור את דעתם עד לא ישלימו את ימיהם על הטהר במים אל ירחץ איש במים צואים ומעוטים מדי מרעיל איש אל יטהר בם כלי וכל גבא בסלע אשר אין בו די מרעיל אשר נגע בו הטמא וטמא מימיו במימי הכלי על השבת לשמרה כמשפטה אל יעש איש ביום מל השישי מלאכה מן העת אשר יהיה גלגל השמש רחוק מן השער מלואו כי הוא אשר אמר שמור את ,95
4Q511,4Q511:f19:1-f28_29:3,sectarian_texts,Songs_of_Maskil,0.94866025,0.9136057, ב עמו כדעתי אלוהים גבורות פלאו בצדקתו יטהרני ומלאך כבודו ביד אשמה ורפואות ירוא ירועו יתמוגגו תתע יביאום פט ש שופטי כיא עם כול מענה כול לשון ישמע ומזל כול שפתים ומחשבת כול לבב הואה ידע ול ת ה דו ועצת ורות מצ עולמים כול מחשב תהל וש רוחות גדופיהם ו בם פחז ו רו מחני ל למלא ה מ חסדיו וכול מחשבותיו מבני אדם ומסוד בשר גבורותיו ומופתיו לספר כו הש עליה יגילו ם ירוממו ר לרשעה ל כה ב מגויים יגילו באלוהים רנה ואני אודכה כיא למען כבודכה שמתה דעת בסוד עפרי להללכה ואני מצירוק יצר ,100
4Q491,4Q491:f14_15:10-f21:2,sectarian_texts,4QM,0.9486576,0.9135956, בליעל לכל ש וכול רוחי גורלו עולמים יחד עם אלים מלחמה ת ובין כול העדה א עם קודשו ממלכות כוהנים יקבצו כול ישראל ירושלים ה ורוממו את גבורות ב מה ולכול צבא םואחרי ספר התהלים ואח שלום וברכה ככה יעשו ע לשרפת כלה ושארית מלחמה כזואת מ קול אחד ואחר יתקעו יחלו ידמה להפיל בחללים וחשו כול העם ים סוף ו הל ם ולמ המלחמה ו תרומה זכר קריאי השם אנשי רי מק כול שבטי ישראל לפיא פקודיהמה שנה יחלו שמחת ות כ המלחמה המלחמהוהכוהנים ,87
11Q19,11Q19:58:15-59:4,unknown,Temple Scroll,0.94860506,0.9133983,אשר הניחו בעריהמה ועאם יצא למלחמה על אויביו ויצא עמו חמישית העם אנשי המלחמה כול גבורי החיל ונשמרו מכול דבר טמאה ומכול ערוות ומכול עוון ואשמה ולוא יצא עד יבוא לפני הכוהן הגדול ושאל לו במשפט האורים והתומים על פיהו יצא ועל פיהו יבוא הוא וכול בני ישראל אשר אתו לוא יצא מעצת לבו עד אשר ישאל במשפט האורים והתומים והצליח בכול דרכיו אשר יצא על פי המשפט אשר ויבזרום בארצות רבות והיו לשמה למשל ולשנניה ובעול כבד ובחסור כול ועבדו שמה אלוהים מעשי ידי אדם עץ ואבן כסף וזהב ובכול זה יהיו עריהמה לשומה ולשרקה ולחורבה והיו ,99
4Q418,4Q418:f103i:10-f107:3,sectarian_texts,Instruction,0.9484992,0.91300076, ל אכרים עד כול א דש הבא בטנאיכה ובאסמיכה כי ישוה עת בעת דורשם ואל תדם צ בודו ולוא ת כי כולם ידרשו לעתם ואיש כפי חפצו כה ומצא הליכי י כמקור מים חיים אשר הכיל אוט במסחורכה אל תערוב אשר לרעכה למה יהיה כלאים כבפרד והייתה כלובש שעטנז בצמר ובפשתים ועבודתכה כחורש בשור ובחמור יחדו וגם תבואתכה תהיה לכה כזורע כלאים אשר הזרע והמלאה ותבואת הכרם יקדש יחדו וגם הונכה עם בשרכה חייכה יתמו יחד ובחייכה לוא תמצא ההיא י אל תלבש לה וה שמחת חפץ ולמה ל בקשו ואז תמצא תה למעלה ו ה למחסורכה כי ,100
4Q381,4Q381:f15:2-f17:4,non_sectarian_texts,Collections_of_psalms,0.9483917,0.9125969,אלי וחנני תנה עזך לעבדך והושע לבן אמתך עשה עמי אות לטובה ויראו שנאי ויבשו כי אתה אלהי עזרת לי ואערכה לך אלהי אתה משל בגאות הים ואתה תשבח גליו אתה דכאת כחלל רהב בזרע עזך פזרת איביך תבל ומלאה אתה יסדתם לך זרע עם גבורה תעז ידך תרום ימינך מי בשחק יערך לך אלהי ומי בבני האילים ובכל כי אתה תפארת הדו ואני משיחך אתבננתי מדעך כי הודעתני והשכיל כי השכלתני כי בשמך אלהי נקרא ואל ישועתך וכמעיל ילבשוה וכסות ל הארצות כי חמ לשמוע ת ת לראשי בהדר תשזף על יהודה וי אלהי באפך תבלעם ותאכלם אש ל ל ,102
1QHa,1QHa:9:14-9:23,sectarian_texts,Hodayot,0.94836247,0.91248715,כוכבים לנתיבותיהם ורוחות סערה למשאם זקים וברקים לעבודתם ואוצרות מחשבת לחפציהם לרזיהם אתה בראתה ארץ בחבכמותחכה ימים ותהומות עשיתה בעוזכה ומחשביהם הכינותה בחוכמתכה וכול אשר בם תכנתה לרצונכה לרוח אדם אשר יצרת בתבל לכול ימי עולם ודורות נצח למ ל וכקציהם פלגתה עבודתם בכול דוריהם ומשפט במועדיה לממשלת ודרכיהם הכינותה לדור ודור ופקודת שלומם עם עם כול נגיעיהם ה ותפלגה לכול צאצאיהם למספר דורות עולם ולכול שני נצח ה ובחכמת דעתכה הכינותה תעודתם בטרם היותם ועל פי רצונכה נהיה כול ומבלעדיך לא יעשה אלה ידעתי מבינתכה כיא גליתה אוזני לרזי פלא ואני יצר החמר ומגבל המים ,97
4Q504,4Q504:f1_2Rii:19-f1_2Riii:20,sectarian_texts,Dibre Hameorot,0.9483295,0.91236335, ם ופעולתם אבי ה אוז חשב א ש הן כול הגוים כאין נגדכה כתהוו ואפס נחשבו לפניכה רק בשמכה הזכרנו ולכבודכה ברתנו ובנים שמתנו לכה לעיני כול הגוים כיא קרתה לישראל בני בכורי ותיסרנו כיסר איש את בנו ותרברנו אותנו בשני דורותינו חוליים רעים ורעב וצמא ודבר וחרב מת בריתכה כיא אותנו בחרתה לכה לעם מכול הארץ עלכן שפכתה אלינו את חמתכה ואת קנאתכה בכול חרון אפכה ותדבק בנו ותיכה אשר כתב מושה ועבדיכה הנביאים אשר שלחתה לקרתנו הרעה באחרית הימים כיא ומלכינו כיא לקחת בנות וישחיתו בח בריתכה ול זרע ישראל תצדק למ ,96
1QHa,1QHa:19:28-19:38,sectarian_texts,Hodayot,0.9481392,0.9116485,שמכה לעולמי עד יברכוכה כפי שכלם ובכול קצים ישמיעו יחד בקול רנה ואין יגון ואנחה ועולה לא תמצא עוד ואמתכה תופיע לכבוד עד ושלום עולום ברוך אתה אדוני אשר נתתה לעבדכה שכל דעה להבין בנפלאותיכה ומענה לשון לספר ברוב חסדיכה ברוך אתה אל הרחמים והחנינה כגדול כוחכה ורוב אמתכה והמון חסדיכה בכול מעשיכה שמח נפש עבדכה באמתכה וטהרני בצדקתכה כאשר יחלתי לטובכה ולחסדיכה אקוה ולסליחותיכה פתחתה משברי וביגוני נחמתני כיא נשנתי ברחמיכה ברוך אתה אדוני כי אתה פעלתה אלה ותשם בפי עבדכה הודות תהלה ותחנה ומענה לשון והכינותה לי פעולת ואעצור כוח ל ב ל ,96
4Q177,4Q177:f5_6:6-f7:5,sectarian_texts,Catena_Florilegium,0.94813913,0.9116483,קרא להם כאשר אמר הוא זמות יעץ לחבל ענוים באמרי שקר להלעין את ישראל למנצח לדויד ביהוה חסיתי איך תאמרו לנפשי נודו הרכם צפור כיא הנה הרשעים ידרכון קשת ויכינו חצים על יתר פשרו אשר ינודו אנשי כצפור ממקומו וגלה עליהם בספר ה ץ לה איש וילך ד ם היא אשר כתוב עליהם בספר ך ראו למנצח על השמינית המה העונה השמינית אין שלום אשר המה ד הרוג בקר ושחוט צואן אכול בשר ת התורה עושי היחד ס מרנן ד אשר יבקשו לחבל אשר כתוב בספר יחזקאל הנביא הימים אשר יקבצו עליהם עי האנשים אשר עבדו אלהים אחרים ,99
4Q405,4Q405:f23i:8-f23ii:7,unknown,Shir Shabat,0.9481094,0.9115366,במבואי אלי דעת בפתחי כבוד ובכול מוצאי מלאכי קודש לממשלתם פתחי מבואי ושערי מוצא משמיעים כבוד המלך מברכים ומהללים כול רוחות אלוהים בצאת ובמבוא בשערי קודש ואין במה דולג עלי חוק ולוא על אמרי מלך בלי יתכונו לוא ירוצו מדרך ולוא יתמהמהו מגבולו לוא ירומו ממשלוחתו לוא ישפלו לוא ירחם בממשלת עברת כלת חרונו לוא ישפוט במושבי אפ כבודו מורא מלך אלוהים נורא על כול אלוהים לכול משלחותו בתכון אמתו והלכו ל ל ם תפארת לפתוחי קרבו מלכ בשרתם לפני מלך וחרת כבודוה ה קדוש מקדש כול אפודיהם יפרושו קדושים רצון רוחות קדושי קדשיהם במעמד פלאיהם רוחות רוקמה כמעשי אורג פתוחי צורות הדר ,104
4Q385a,4Q385a:f13a_b:7-f17a_eii:7,unknown,Apocr_Jeremiah,0.9479937,0.91110206, ל חלב ודבש בי ו אליהם אשר לא הקשיבו תלוי על העץ ועוף השמים ו אמת אל תותירו ל ואמרה את לשון נפשם מזרת את ואי המה יתר בר עם לעדרי ע עם וזרע ויסב עמו וי והורשתי את יון והשלחתי החיה בכן ה ההר והלבנון ירשו ידרושון ליהוה לאמר יעקוב ור ם מת נהרי תכבש שן הבתר וא ימי חייהם בעפי עץ החיים היכן חלקך אמון השכנה ביארים מים סביב לך חילך ים ומים חמתך כוש מצרים עצמה ואין קץ לבריחיך לוב בסעדך והיא בגולה תלך בשבי ,90
