N,C Ph,Ref,JBD,NoG CPh,NoG Rec ,NoG Reg,Quant mid,Quant pre,Aff pron,Aff conj,Aff prep,Po,Pr,Mult Rec ,Mult regs,Rec part Pas,Rec part pf,Rec part pm,Rec part sf,Rec  part sm,Reg part Pas,Reg part pf,Reg  pm,Reg  sf, Reg  sm,צורת הסמיכות,C Ph
1009,תוחלת צדיקים,Prov 10:28,,,,,,,,,,V,,,,,,,,,,,,,,,
1010,ותקות רשעים,Prov 10:28,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1011,דרך יהוה,Prov 10:29,,,יהוה,,,,,,,V,,,,,,,,,,,,,,,
1012,לפעלי און,Prov 10:29,,,,,,,,,V,V,,,,,,,,,,,V,, ,,
1013,פי צדיק,Prov 10:31,,,,,,,,,,V,,,,,,,,,,,,,,,
1014,ולשון תהפכות,Prov 10:31,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1015,שפתי צדיק,Prov 10:32,,,,,,,,,,V,,,,,,,,,,,,,,,
1016,ופי רשעים,Prov 10:32,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1017,מאזני מרמה ,Prov 11:1,,,,,,,,,,V,,,,,,,,,,,,,,,
1018,תועבת יהוה,Prov 11:1,,,יהוה,,,,,,,V,,,,,,,,,,,,,,,
1019,תמת ישרים,Prov 11:3,,,,,,,,,,V,,,,,,,,,,,,,,,
1020,וסלף בוגדים,Prov 11:3,,,,,,,,V, ,V,,,,,,v,,,,,,,,,
1021,ביום עברה,Prov 11:4,,,,,,,,,V,V,,,,,,,,,,,,,,,
1021,צדקת תמים,Prov 11:5,,,,,,,,,,V,,,,,,,,,,,,,,,
1022,צדקת ישרים,Prov 11:6,,,,,,,,,,V,,,,,,,,,,,,,,,
1023,ובהות בגדים,Prov 11:6,,,,,,,,V,V,V,,,,,,V,,,,,,, ,,
1024,במות אדם,Prov 11:7,,,,,,,,,V,V,,,,,,,,,,,,,,,
1025,ותוחלת אונים,Prov 11:7,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1026,בטוב צדיקים,Prov 11:10,,,,,,,,,V,V,,,,,,,,,,,,,,,
1027,בברכת ישרים,Prov 11:11,,,,,,,,,V,V,,,,,,,,,,,,,,,
1028,ובפי רשעים ,Prov 11:11,,,,,,,,V,V,V,,,,,,,,,,,,,,,
1029,חסר לב,Prov 11:12,,,,,,,,,,V,,,,,,,,,,,,,,,
1030,ואיש תבונות ,Prov 11:12,,,,,,,,V,,V,,,,,,,,,,,,,,,
1031,ונאמן רוח,Prov 11:13,,,,,,,,V,,V,,,,,,,,,V,,V,, ,,
1032,אשת חן,Prov 11:16,,,,,,,,,,V,,,,,,,,,,,,,,,
1033,איש חסד,Prov 11:17,,,,,,,,,,V,,,,,,,,,,,,,,,
1034,פעלת שקר,Prov 11:18,,,,,,,,,,V,,,,,,,,,,,,,,,
1035,שכר אמת,Prov 11:18,,,,,,,,,,V,,,,,,,,,,,,,,,
1036,תועבת יהוה,Prov 11:20,,,יהוה,,,,,,,V,,,,,,,,,,,,,,,
1037,עקשי לב,Prov 11:20,,,,,,,,,,V,,,,,,,,,,,,,,,
1038,תמימי דרך,Prov 11:20,,,,,,,,,,V,,,,,,,,,,,,,,,
1039,וזרע צדיקים,Prov 11:21,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1040,נזם זהב,Prov 11:22,,,,,,,,,,V,,,,,,,,,,,,,,,
1041,באף חזיר,Prov 11:22,,,,,,,,,V,V,,,,,,,,,,,,,,,
1042,וסרת טעם,Prov 11:22,,,,,,,,V,,V,,,,,,,,,,,,V, ,,
1043,תאות צדיקים,Prov 11:23,,,,,,,,,,V,,,,,,,,,,,,,,,
1044,תקות רשעים,Prov 11:23,,,,,,,,,,V,,,,,,,,,,,,,,,
1045,נפש ברכה,Prov 11:24,,,,,,,,,,V,,,,,,,,,,,,,,,
1046,נפש ברכה,Prov 11:25,,,,,,,,,,V,,,,,,,,,,,,,,,
1047,לחכם לב,Prov 11:29,,,,,,,,,V,V,,,,,,,,,,,,,,,
1048,פרי צדיק,Prov 11:30,,,,,,,,,,V,,,,,,,,,,,,,,,
1049,עץ חיים,Prov 11:30,,,,,,,,,,V,,,,,,,,,,,,,,,
1050,ואיש מזמות,Prov 12:2,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1051,ושרש צדיקים,Prov 12:3,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1052,אשת חיל,Prov 12:4,,,,,,,,,,V,,,,,,,,,,,,,,,
1053,עטרת בעלה,Prov 12:4,,,,,,,V,, ,V,,,,,,,,,,,,,,,
1054,מחשבות צדיקים,Prov 12:5,,,,,,,,,,V,,,,,,,,,,,,,,,
1055,תחבלות רשעים,Prov 12:5,,,,,,,,,,V,,,,,,,,,,,,,,,
1056,דברי רשעים,Prov 12:6,,,,,,,,,,V,,,,,,,,,,,,,,,
1057,ופי ישרים,Prov 12:6,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1058,ובית צדיקים,Prov 12:7,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1059,ונעוה לב,Prov 12:8,,,,,,,,V, ,V,,,,,,,,,V,,,,V,,
1060,וחסר לחם,Prov 12:9,?,,,,,,,V, ,V,,,,,,,,,,,,,V,,
1061,נפש בהמתו,Prov 12:10,,,,,,,V,, ,V,,,,,,,,,,,,,,,
1062,ורחמי רשעים,Prov 12:10,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1063,חסר לב ,Prov 12:11,?,,,,,,,,,V,,,,,,,,,,,,,,,
1064,מצוד רעים,Prov 12:12,,,,,,,,,,V,,,,,,,,,,,,,,,
1065,ושרש צדיקים,Prov 12:12,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1066,בפשע שפתים,Prov 12:13,,,,,,,,,V,V,,,,,,,,,,,,,,,
1067,מפרי פי איש,Prov 12:14,,,,,,,,,V,V,,,2,,,,,,,,,,,,
1068,וגמול ידי אדם,Prov 12:14,,,,,,,,V, ,V,,,2,,,,,,,,,,,,
1069,וְעֵ֖ד שְׁקָרִ֣ים,Prov 12:17,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1070,כמדקרות חרב,Prov 12:18,,,,,,,,,V,V,,,,,,,,,,,,,,,
1071,ולשון חכמים,Prov 12:18,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1072,שפת אמת,Prov 12:19,,,,,,,,,,V,,,,,,,,,,,,,,,
1073,לשון שקר,Prov 12:19,,,,,,,,,,V,,,,,,,,,,,,,,,
1074,בְּלֶב-חֹרְשֵׁי רָע,Prov 12:20,,,,,,,,,V,V,,,2,,,V,,,,,V,, ,,
1075,וּלְיֹעֲצֵי שָׁלוֹם,Prov 12:20,,,,,,,,V,V,V,,,,,,,,,,,V,, ,,
1076,תועבת יהוה,Prov 12:22,,,יהוה,,,,,,,V,,,,,,,,,,,,,,,
1077,שפתי שקר,Prov 12:22,,,,,,,,,,V,,,,,,,,,,,,,,,
1078,ועשי אמונה,Prov 12:22,,,,,,,,V,,V,,,,,,,,,,,V,, ,,
1079,ולב כסילים,Prov 12:23,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1080,יד חרוצים,Prov 12:24,,,,,,,,,,V,,,,,,,,,,,,,,,
1081,בלב איש,Prov 12:25,,,,,,,,,V,V,,,,,,,,,,,,,,,
1082,ודרך רשעים,Prov 12:26,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1083,בארח צדקה,Prov 12:28,,,,,,,,,V,V,,,,,,,,,,,,,,,
1084,ודרך נתיבה,Prov 12:28,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1085,מוסר אב ,Prov 13:1,,,,,,,,,,V,,,,,,,,,,,,,,,
1086,מפרי פי איש,Prov 13:2,,,,,,,,,V,V,,,2,,,,,,,,,,,,
1087,ונפש בגדים,Prov 13:2,,,,,,,,V, ,V,,,,,,V,,,,,,, ,,
1088,ונפש חרצים,Prov 13:4,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1089,דבר שקר,Prov 13:5,,,,,,,,,,V,,,,,,,,,,,,,,,
1090,תם דרך,Prov 13:6,,,,,,,,,,V,,,,,,,,,,,,,,,
1091,כפר נפש איש,Prov 13:8,,,,,,,,,,V,,,2,,,,,,,,,,,,
1092,אור צדיקים,Prov 13:9,,,,,,,,,,V,,,,,,,,,,,,,,,
1093,ונר רשעים,Prov 13:9,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1094,תֹּוחֶ֣לֶת מְ֭מֻשָּׁכָה,Prov 13:12,?,,,,,,,,,V,,,,V,,,V,,,,,, ,,
1095,ועץ חיים,Prov 13:12,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1096,וִירֵ֥א מִ֝צְוָ֗ה,Prov 13:13,?,,,,,,,V,,V,,,,,,,,,,,,,,,
1097,תורת חכם,Prov 13:14,,,,,,,,,,V,,,,,,,,,,,,,,,
1098,מקור חיים,Prov 13:14,,,,,,,,,,V,,,,,,,,,,,,,,,
1099,ממקשי מות,Prov 13:14,,,,,,,,,V,V,,,,,,,,,,,,,,,
1100,ודרך בגדים,Prov 13:15,,,,,,,,V, ,V,,,,,,V,,,,,,,,,
1101,וציר אמונים,Prov 13:17,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1102,ותועבת כסילים,Prov 13:19,,,,,,,,V , ,V,,,,,,,,,,,,,,,
1103,בני בנים,Prov 13:22,,,,,,,,,,V,,,,,,,,,,,,,,,
1104,חיל חוטא,Prov 13:22,,,,,,,,,,V,,,,,,,,V,,,,,,,
1105,ניר ראשים,Prov 13:23,,,,,,,,,,V,,,,,,,,,,,,,,,
1106,לשבע נפשו,Prov 13:25,,,,,,,V,,V,V,,,,,,,,,,,,,,,
1107,ובטן רשעים,Prov 13:25,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1108,חכמות נשים,Prov 14:1,,,,,,,,,,V,,,,,,,,,,,,,,,
1109,ירא יהוה,Prov 14:2,,,יהוה,,,,,,,V,,,,,,,,,,,,,V,,
1110,ונלוז דרכיו,Prov 14:2,,,,,,,V,,V,V,,,,,,,,,V,,,,V,,
1111,בפי אויל,Prov 14:3,,,,,,,,,V,V,,,,,,,,,,,,,,,
1112,חטר גאוה,Prov 14:3,,,,,,,,,,V,,,,,,,,,,,,,,,
1113,ושפתי חכמים,Prov 14:3,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1114,אבוס בר,Prov 14:4,,,,,,,,,,V,,,,,,,,,,,,,,,
1115,ורב תבואות,Prov 14:4,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1116,בכח שור,Prov 14:4,,,,,,,,,V,V,,,,,,,,,,,,,,,
1117,עד אמונים,Prov 14:5,,,,,,,,,,V,,,,,,,,,,,,,,,
1118,עד שקר,Prov 14:5,,,,,,,,,,V,,,,,,,,,,,,,,,
1119,שפתי דעת,Prov 14:7,,,,,,,,,,V,,,,,,,,,,,,,,,
1120,חכמת ערום,Prov 14:8,,,,,,,,,,V,,,,,,,,,,,,,,,
1121,ואולת כסילים,Prov 14:8,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1122,מרת נפשו,Prov 14:10,,,,,,,V,, ,V,,,,,,,,,,,,,,,
1123,בית רשעים,Prov 14:11,,,,,,,,,,V,,,,,,,,,,,,,,,
1124,ואהל ישרים,Prov 14:11,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1125,דרכי מות,Prov 14:12,,,,,,,,,,V,,,,,,,,,,,,,,,
1126,קצר אפים,Prov 14:17,,,,,,,,,,V,,,,,,,,,,,,,,,
1127,שערי צדיק,Prov 14:19,,,,,,,,,,V,,,,,,,,,,,,,,,
1128,ואהבי עשיר,Prov 14:20,,,,,,,,V, ,V,,,,,,,,,,,V,, ,,
1129,חרשי רע,Prov 14:22,,,,,,,,,,V,,,,,,,,,,,V,, ,,
1130,חרשי טוב,Prov 14:22,,,,,,,,,,V,,,,,,,,,,,V,, ,,
1131,ודבר שפתים,Prov 14:23,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1132,עטרת חכמים,Prov 14:24,,,,,,,,,,V,,,,,,,,,,,,,,,
1133,אולת כסילים,Prov 14:24,,,,,,,,,,V,,,,,,,,,,,,,,,
1134,עד אמת,Prov 14:25,,,,,,,,,,V,,,,,,,,,,,,,,,
1135,ביראת יהוה,Prov 14:26,,,יהוה,,,,,,V,V,,,,,,,,,,,,,,,
1136,מבטח עז,Prov 14:26,,,,,,,,,,V,,,,,,,,,,,,,,,
1137,יראת יהוה,Prov 14:27,,,יהוה,,,,,,,V,,,,,,,,,,,,,,,
1138,מקור חיים,Prov 14:27,,,,,,,,,,V,,,,,,,,,,,,,,,
1139,ממקשי מות,Prov 14:27,,,,,,,,,V,V,,,,,,,,,,,,,,,
1140,ברב עם,Prov 14:28,,,,,,,,,V,V,,,,,,,,,,,,,,,
1141,הדרת מלך,Prov 14:28,,,,,,,,,,V,,,,,,,,,,,,,,,
1142,ובאפס לאם ,Prov 14:28,,,,,,,,V,V,V,,,,,,,,,,,,,,,
1143,מחתת רזון,Prov 14:28,,,,,,,,,,V,,,,,,,,,,,,,,,
1144,ארך אפים,Prov 14:29,,,,,,,,,,V,,,,,,,,,,,,,,,
1145,רב תבונה,Prov 14:29,,,,,,,,,,V,,,,,,,,,,,,,,,
1146,וקצר רוח,Prov 14:29,,,,,,,,V,,V,,,,,,,,,,,,,,,
1147,חיי בשרים ,Prov 14:30,,,,,,,,,,V,,,,,,,,,,,,,,,
1148,לב מרפא,Prov 14:30,,,,,,,,,,V,,,,,,,,,,,,,,,
1149,ורקב עצמות,Prov 14:30,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1150,וחסד לאמים,Prov 14:34,,,,,,,,V,,V,,,,,,,,,,,,,,,
1151,רצון מלך ,Prov 14:35,,,,,,,,,,V,,,,,,,,,,,,,,,
1152,מענה רך,Prov 15:1,?,,,,,,,,,V,,,,,,,,,,,,,,,
1153,ודבר עצב,Prov 15:1,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1154,לשון חכמים,Prov 15:2,,,,,,,,,,V,,,,,,,,,,,,,,,
1155,ופי כסילים,Prov 15:2,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1156,עיני יהוה,Prov 15:3,,,יהוה,,,,,,,V,,,,,,,,,,,,,,,
1157,מרפא לשון,Prov 15:4,,,,,,,,,,V,,,,,,,,,,,,,,,
1158,עץ חיים,Prov 15:4,,,,,,,,,,V,,,,,,,,,,,,,,,
1159,מוסר אביו,Prov 15:5,,,,,,,V,, ,V,,,,,,,,,,,,,,,
1160,בית צדיק,Prov 15:6,,,,,,,,,,V,,,,,,,,,,,,,,,
1161,ובתבואת רשע,Prov 15:6,,,,,,,,V,V,V,,,,,,,,,,,,,,,
1162,שפתי חכמים,Prov 15:7,,,,,,,,,,V,,,,,,,,,,,,,,,
1163,ולב כסילים,Prov 15:7,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1164,זבח רשעים,Prov 15:8,,,,,,,,,,V,,,,,,,,,,,,,,,
1165,תועבת יהוה,Prov 15:8,,,יהוה,,,,,,,V,,,,,,,,,,,,,,,
1166,ותפלת ישרים,Prov 15:8,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1167,תועבת יהוה,Prov 15:9,,,יהוה,,,,,,,V,,,,,,,,,,,,,,,
1168,לבות בני אדם,Prov 15:11,,,,,,,,,,V,,,2,,,,,,,,,,,,
1169,ובעצבת לב,Prov 15:13,,,,,,,,V,V,V,,,,,,,,,,,,,,,
1170,ופני כסילים,Prov 15:14,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1171,כל ימי עני,Prov 15:15,,,,,,V,,,,V,,,,,,,,,,,,,,,
1172,ביראת יהוה,Prov 15:16,,,יהוה,,,,,,V,V,,,,,,,,,,,,,,,
1173,ארחת ירק,Prov 15:17,,,,,,,,,,V,,,,,,,,,,,,,,,
1174,איש חמה,Prov 15:18,,,,,,,,,,V,,,,,,,,,,,,,,,
1175,וארך אפים,Prov 15:18,,,,,,,,V,,V,,,,,,,,,,,,,,,
1176,משכת חדק,Prov 15:19,,,,,,,,,,V,,,,,,,,,,,,,,,
1177,וארח ישרים,Prov 15:19,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1178,לחסר לב,Prov 15:21,?,,,,,,,,V,V,,,,,,,,,,,,,,,
1179,ואיש תבונה,Prov 15:21,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1180,ומענה פיו,Prov 15:23,,,,,,,V,V, ,V,,,,,,,,,,,,,,,
1181,ארח חיים,Prov 15:24,,,,,,,,,,V,,,,,,,,,,,,,,,
1182,בית גאים,Prov 15:25,,,,,,,,,,V,,,,,,,,,,,,,,,
1183,גבול אלמנה,Prov 15:25,,,,,,,,,,V,,,,,,,,,,,,,,,
1184,תועבת יהוה,Prov 15:26,,,יהוה,,,,,,,V,,,,,,,,,,,,,,,
1185,מחשבות רע ,Prov 15:26,,,,,,,,,,V,,,,,,,,,,,,,,,
1186,אמרי נעם,Prov 15:26,,,,,,,,,,V,,,,,,,,,,,,,,,
1187,וּפִ֥י רְ֝שָׁעִ֗ים,Prov 15:28,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1188,ותפלת צדיקים,Prov 15:29,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1189,שמעת תוכחת חיים,Prov 15:31,,,,,,,,,,V,,,2,,,,,,,,,V, ,,
1190,יראת יהוה,Prov 15:33,,,יהוה,,,,,,,V,,,,,,,,,,,,,,,
1191,מוסר חכמה,Prov 15:33,,,,,,,,,,V,,,,,,,,,,,,,,,
1192,מערכי לב,Prov 16:1,,,,,,,,,,V,,,,,,,,,,,,,,,
1193,מענה לשון,Prov 16:1,,,,,,,,,,V,,,,,,,,,,,,,,,
1194,כל דרכי איש ,Prov 16:2,,,,,,V,,,,V,,,,,,,,,,,,,,,
1195,רוחות יהוה,Prov 16:2,,,יהוה,,,,,,,V,,,,,,,,,,,,,,,
1196,ליום רעה,Prov 16:4,,,,,,,,,V,V,,,,,,,,,,,,,,,
1197,תועבת יהוה,Prov 16:5,,,יהוה,,,,,,,V,,,,,,,,,,,,,,,
1198,כל גבה לב,Prov 16:5,,,,,,V,,,,V,,,,,,,,,,,,,,,
1199,וביראת יהוה,Prov 16:6,,,יהוה,,,,,V,V,V,,,,,,,,,,,,,,,
1200,דרכי איש,Prov 16:7,,,,,,,,, ,V,,,,,,,,,,,,,,,
1201,מרב תבואות,Prov 16:8,,,,,,,,,V,V,,,,,,,,,,,,,,,
1202,לב אדם,Prov 16:9,,,,,,,,,,V,,,,,,,,,,,,,,,
1203,שפתי מלך,Prov 16:10,,,,,,,,,,V,,,,,,,,,,,,,,,
1204,ומאזני משפט,Prov 16:11,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1205,כל אבני כיס,Prov 16:11,,,,,,V,,,,V,,,,,,,,,,,,,,,
1206,תֹּועֲבַ֣ת מְ֭לָכִים,Prov 16:12,,,,,,,,,,V,,,,,,,,,,,,,,,
1207,רצון מלכים,Prov 16:13,,,,,,,,,,V,,,,,,,,,,,,,,,
1208,שפתי צדק,Prov 16:13,,,,,,,,,,V,,,,,,,,,,,,,,,
1209,חמת מלך ,Prov 16:14,,,,,,,,,,V,,,,,,,,,,,,,,,
1210,מלאכי מות,Prov 16:14,,,,,,,,,,V,,,,,,,,,,,,,,,
1211,באור פני מלך,Prov 16:15,,,,,,,,,V,V,,,2,,,,,,,,,,,,
1212,כְּעָ֣ב מַלְקֹֽושׁ,Prov 16:15,,,,,,,,,V,V,,,,,,,,,,,,,,,
1213,מסלת ישרים,Prov 16:17,,,,,,,,,,V,,,,,,,,,,,,,,,
1214,גבה רוח,Prov 16:18,,,,,,,,,,V,,,,,,,,,,,,,,,
1215,לַחֲכַם־לֵ֭ב,Prov 16:21,,,,,,,,,V,V,,,,,,,,,,,,,,,
1216,מקור חיים,Prov 16:22,,,,,,,,,,V,,,,,,,,,,,,,,,
1217,שֵׂ֣כֶל בְּעָלָ֑יו,Prov 16:22,,,,,,,V,, ,V,,,,,,,,,,,,,,,
1218,ומוסר אולים,Prov 16:22,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1219,צוף דבש,Prov 16:24,,,,,,,,,,V,,,,,,,,,,,,,,,
1220,אמרי נעם,Prov 16:24,,,,,,,,,,V,,,,,,,,,,,,,,,
1221,דרכי מות,Prov 16:25,,,,,,,,,,V,,,,,,,,,,,,,,,
1222,איש בליעל,Prov 16:27,,,,,,,,,,V,,,,,,,,,,,,,,,
1223,איש תהפכות ,Prov 16:28,,,,,,,,,,V,,,,,,,,,,,,,,,
1224,איש חמס ,Prov 16:29,,,,,,,,,,V,,,,,,,,,,,,,,,
1225,עטרת תפארת,Prov 16:31,,,,,,,,,,V,,,,,,,,,,,,,,,
1226,בדרך צדקה,Prov 16:31,,,,,,,,,V,V,,,,,,,,,,,,,,,
1227,ארך אפים,Prov 16:32,,,,,,,,,,V,,,,,,,,,,,,,,,
1228,מִלֹּכֵ֥ד עִֽיר,Prov 16:32,,,,,,,,,V,V,,,,,,,,,,,,,V,,
1229,זבחי ריב,Prov 17: 1,,,,,,,,,,V,,,,,,,,,,,,,,,
1230,לבות יהוה,Prov 17: 3,,,יהוה,,,,,, ,V,,,,,,,,,,,,,,,
1231,שפת און,Prov 17: 4,,,,,,,,,,V,,,,,,,,,,,,,,,
1232,לשון הות,Prov 17: 4,,,,,,,,,,V,,,,,,,,,,,,,,,
1233,עטרת זקנים,Prov 17: 6,,,,,,,,,,V,,,,,,,,,,,,,,,
1234,בני בנים,Prov 17: 6,,,,,,,,,,V,,,,,,,,,,,,,,,
1235,ותפארת בנים,Prov 17: 6,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1236,שפת יתר,Prov 17: 7,,,,,,,,,,V,,,,,,,,,,,,,,,
1237,שפת שקר,Prov 17: 7,,,,,,,,,,V,,,,,,,,,,,,,,,
1238,אבן חן,Prov 17: 8,,,,,,,,,,V,,,,,,,,,,,,,,,
1239,בעיני בעליו,Prov 17: 8,,,,,,,V,,V,V,,,,,,,,,,,,,,,
1240,ראשית מדון,Prov 17: 14,,,,,,,,,,V,,,,,,,,,,,,,,,
1241,תועבת יהוה,Prov 17: 15,,,יהוה,,,,,,,V,,,,,,,,,,,,,,,
1242,ביד כסיל,Prov 17: 16,,,,,,,,,V,V,,,,,,,,,,,,,,,
1243,ולב אין,Prov 17: 16,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1244,חסר לב,Prov 17: 18,,,,,,,,,,V,,,,,,,,,,,,,V,,
1245,אבי נבל,Prov 17: 21,,,,,,,,,,V,,,,,,,,,,,,,,,
1246,מחיק רשע,Prov 17: 23,,,,,,,,,V,V,,,,,,,,,,,,,,,
1247,ארחות משפט,Prov 17: 23,,,,,,,,,,V,,,,,,,,,,,,,,,
1248,פני מבין ,Prov 17: 24,,,,,,,,,,V,,,,,,,,,,,,,,,
1249,ועיני כסיל,Prov 17: 24,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1250,בקצה ארץ,Prov 17: 24,,,,,,,,,V,V,,,,,,,,,,,,,,,
1251,וקר רוח,Prov 17: 27,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1252,איש תבונה,Prov 17: 27,,,,,,,,,,V,,,,,,,,,,,,,,,
1253,אטם שפתיו,Prov 17: 28,,,,,,,V,, ,V,,,,,,,,,,,,,V,,
1254,דברי פי איש,Prov 18:3,,,,,,,,,,V,,,2,,,,,,,,,,,,
1255,מקור חכמה,Prov 18:4,,,,,,,,,,V,,,,,,,,,,,,,,,
1256,פני רשע,Prov 18:5,,,,,,,,,,V,,,,,,,,,,,,,,,
1257,שפתי כסיל,Prov 18:6,,,,,,,,,,V,,,,,,,,,,,,,,,
1258,פי כסיל,Prov 18:7,,,,,,,,,,V,,,,,,,,,,,,,,,
1259,מוקש נפשו,Prov 18:7,,,,,,,V,, ,V,,,,,,,,,,,,,,,
1260,דברי נרגן,Prov 18:8,,,,,,,,,,V,,,,V,,,,V,,,,,,,
1261,חדרי בטן,Prov 18:8,,,,,,,,,,V,,,,,,,,,,,,,,,
1262,לבעל משחית,Prov 18:9,,,,,,,,,V,V,,,,,,,,,,,,,,,
1263,מגדל עז,Prov 18:10,,,,,,,,,,V,,,,,,,,,,,,,,,
1264,שם יהוה,Prov 18:10,,,יהוה,,,,,,,V,,,,,,,,,,,,,,,
1265,קרית עזו,Prov 18:11,,,,,,,V,, ,V,,,,,,,,,,,,,,,
1266,לב איש,Prov 18:12,,,,,,,,,,V,,,,,,,,,,,,,,,
1267,רוח איש,Prov 18:14,,,,,,,,,,V,,,,,,,,,,,,,,,
1268,ואזן חכמים,Prov 18:15,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1269,מתן אדם,Prov 18:16,,,,,,,,,,V,,,,,,,,,,,,,,,
1270,מקרית עז,Prov 18:19,,,,,,,,,V,V,,,,,,,,,,,,,,,
1271,כבריח ארמון,Prov 18:19,,,,,,,,,V,V,,,,,,,,,,,,,,,
1272,מפרי פי איש,Prov 18:20,,,,,,,,,V,V,,,2,,,,,,,,,,,,
1273,תבואת שפתיו,Prov 18:20,,,,,,,V,, ,V,,,,,,,,,,,,,,,
1274,ביד לשון,Prov 18:21,,,,,,,,,V,V,,,,,,,,,,,,,,,
1275,איש רעים,Prov 18:24,,,,,,,,,,V,,,,,,,,,,,,,,,
1276,אולת אדם,Prov 19:3,,,,,,,,,,V,,,,,,,,,,,,,,,
1277,עד שקרים,Prov 19:5,,,,,,,,,,V,,,,,,,,,,,,,,,
1278,פני נדיב,Prov 19:6,,,,,,,,,,V,,,,,,,,,,,,,,,
1279,לאיש מתן,Prov 19:6,,,,,,,,,V,V,,,,,,,,,,,,,,,
1280,כל אחי רש,Prov 19:7,,,,,,V,,,,V,,,,,,,,,,,,,,,
1281,מרדף אמרים,Prov 19:7,,,,,,,,,,V,,,,,,,,,,,,,,,
1282,עד שקרים,Prov 19:9,,,,,,,,,,V,,,,,,,,,,,,,,,
1283,שכל אדם,Prov 19:11,,,,,,,,,,V,,,,,,,,,,,,,,,
1284,זעף מלך,Prov 19:12,,,,,,,,,,V,,,,,,,,,,,,,,,
1285,מִדְיְנֵ֥י אִשָּֽׁה,Prov 19:13,,,,,,,,, ,V,,,,,,,,,,,,,,,
1286,נחלת אבות,Prov 19:14,,,,,,,,,,V,,,,,,,,,,,,,,,
1287,וְנֶ֖פֶשׁ רְמִיָּ֣ה ,Prov 19:15,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1288,בוזה דרכיו,Prov 19:16,,,,,,,V,, ,V,,,,,,,,,,,,,V,,
1289,מלוה יהוה,Prov 19:17,,,יהוה,,,,,,,V,,,,,,,,,,,,,V,,
1290,בלב איש ,Prov 19:21,,,,,,,,,V,V,,,,,,,,,,,,,,,
1291,ועצת יהוה,Prov 19:21,,,יהוה,,,,,V, ,V,,,,,,,,,,,,,,,
1292,תאות אדם,Prov 19:22,,,,,,,,,,V,,,,,,,,,,,,,,,
1293,מאיש כזב,Prov 19:22,,,,,,,,,V,V,,,,,,,,,,,,,,,
1294,יראת יהוה,Prov 19:23,,,יהוה,,,,,,,V,,,,,,,,,,,,,,,
1295,מאמרי דעת,Prov 19:27,,,,,,,,,V,V,,,,,,,,,,,,,,,
1296,עד בליעל,Prov 19:28,,,,,,,,,,V,,,,,,,,,,,,,,,
1297,ופי רשעים,Prov 19:28,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1298,לגו כסילים,Prov 19:29,,,,,,,,,V,V,,,,,,,,,,,,,,,
1299,אימת מלך,Prov 20:2,,,,,,,,,,V,,,,,,,,,,,,,,,
1300,בלב איש ,Prov 20:5,,,,,,,,,V,V,,,,,,,,,,,,,,,
