N,C Ph,Ref,JBD,NoG CPh,NoG Rec ,NoG Reg,Quant mid,Quant pre,Aff pron,Aff conj,Aff prep,Po,Pr,Mult Rec ,Mult regs,Rec part Pas,Rec part pf,Rec part pm,Rec part sf,Rec  part sm,Reg part Pas,Reg part pf,Reg  pm,Reg  sf, Reg  sm,צורת הסמיכות,C Ph
1371,גבול עולם,Prov 22:28,,,,,,,,,,V,,,,,,,,,,,,,,,
1372,בעל נפש,Prov 23:2,,,,,,,,,,V,,,,,,,,,,,,,,,
1373,לחם כזבים,Prov 23:3,,,,,, ,,,,V,,,,,,,,,,,,,,,
1374,ועוף השמים,Prov 23:5,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1375,לחם רע עין,Prov 23:6,,,,,,,,,,V,,,2,,,,,,,,,,,,
1376,באזני כסיל,Prov 23:9,,,,,,,,,V,V,,,,,,,,,,,,,,,
1377,לְשֵׂ֣כֶל מִלֶּֽיךָ,Prov 23:9,,,,,,,V,,V,V,,,,,,,,,,,,,,,
1378,גבול עולם,Prov 23:10,,,,,,,,,,V,,,,,,,,,,,,,,,
1379,ובשדי יתומים,Prov 23:9,,,,,,,,V,V,V,,,,,,,,,,,,,,,
1380,למוסר לבך,Prov 23:10,,,,,,,V,,V,V,,,,,,,,,,,,,,,
1381,לאמרי דעת,Prov 23:12,,,,,,,,,V,V,,,,,,,,,,,,,,,
1382,בדבר שפתיך,Prov 23:15,,,,,,,V,,V,V,,,,,,,,,,,,,,,
1383,ביראת יהוה,Prov 23:17,,,יהוה,,,,,,V,V,,,,,,,,,,,,,,,
1384,בדרך לבך,Prov 23:19,,,,,,,V,,V,V,,,,,,,,,,,,,,,
1385,בְסֹֽבְאֵי־יָ֑יִן,Prov 23:20,,,,,,,,,V,V,,,,,,,,,,,V,, ,,
1386,בזללי בשר,Prov 23:20,,,,,,,,,V,V,,,,,,,,,,,V,, ,,
1387,אבי צדיק,Prov 23:24,,,,,,,,,,V,,,,,,,,,,,,,,,
1388,חכללות עינים,Prov 23:29,,,,,,,,,,V,,,,,,,,,,,,,,,
1389,בלב ים,Prov 23:34,,,,,,,,,V,V,,,,,,,,,,,,,,,
1390,בְּרֹ֣אשׁ חִבֵּֽל,Prov 23:34,,,,,,,,,V,V,,,,,,,,,,,,,,,
1391,באנשי רעה,Prov 24:1,,,,,,,,,V,V,,,,,,,,,,,,,,,
1392,ואיש דעת ,Prov 24:5,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1393,בעל מזמות,Prov 24:8,,,,,,,,,,V,,,,,,,,,,,,,,,
1394,זמת אולת,Prov 24:9,,,,,,,,,,V,,,,,,,,,,,,,,,
1395,ביום צרה,Prov 24:10,,,,,,,,,V,V,,,,,,,,,,,,,,,
1396,לנוה צדיק,Prov 24:15,,,,,,,,,V,V,,,,,,,,,,,,,,,
1397,נר רשעים,Prov 24:20,,,,,,,,,,V,,,,,,,,,,,,,,,
1398,ופיד שניהם,Prov 24:22,,,,,, ,,V, ,V,,,,,,,,,,,,,,,
1399,ברכת טוב,Prov 24:25,,,,,,,,,,V,,,,,,,,,,,,,,,
1400,עד חנם,Prov 24:28,,,,,,,,,,V,,,,,,,,,,,,,,,
1401,שְׂדֵ֣ה אִישׁ,Prov 24:30,,,,,,,,,,V,,,,,,,,,,,,,,,
1402,כֶּ֗֝רֶם אָדָ֥ם,Prov 24:30,?,,,,,,,,,V,,,,,,,,,,,,,,,
1403,חסר לב,Prov 24:30,?,,,,,,,,,V,,,,,,,,,,,,,,,
1404,וגדר אבניו,Prov 24:31,,,,,,,V,V, ,V,,,,,,,,,,,,,,,
1405,חִבֻּ֖ק יָדַ֣יִם,Prov 24:33,,,,,,,,,,V,,,,,,,,,,,,,,,
1406,משלי שלמה ,Prov 25:1,,,,,,,,,,V,,,,,,,,,,,,,,,
1407,אנשי חזקיה,Prov 25:1,,,,,,,,,,V,,,,,,,,,,,,,,,
1408,מלך יהודה,Prov 25:1,,,,,,,,,,V,,,,,,,,,,,,,,,
1409,כְּבֹ֣ד אֱ֭לֹהִים,Prov 25:2,,,אלהים,,,,,,,V,,,,,,,,,,,,,,,
1410,וכבד מלכים,Prov 25:2,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1411,ולב מלכים,Prov 25:3,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1412,ובמקום גדלים,Prov 25:6,,,,,,,,V,V,V,,,,,,,,,,,,,,,
1413,תפוחי זהב,Prov 25:11,,,,,,,,,,V,,,,,,,,,,,,,,,
1414,במשכיות כסף,Prov 25:11,,,,,,,,,V,V,,,,,,,,,,,,,,,
1415,נזם זהב,Prov 25:12,,,,,,,,,,V,,,,,,,,,,,,,,,
1416,וחלי כתם,Prov 25:12,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1417,כצנת שלג,Prov 25:13,,,,,,,,,V,V,,,,,,,,,,,,,,,
1418,ביום קציר,Prov 25:13,,,,,,,,,V,V,,,,,,,,,,,,,,,
1419,ונפש אדניו,Prov 25:13,,,,,,,V,V, ,V,,,,,,,,,,,,,,,
1420,במתת שקר,Prov 25:14,,,,,,,,,V,V,,,,,,,,,,,,,,,
1421,בארך אפים,Prov 25:15,,,,,,,,,V,V,,,,,,,,,,,,,,,
1422,מבית רעך,Prov 25:17,,,,,,,V,,V,V,,,,,,,,,,,,,,,
1423,עד שקר,Prov 25:18,,,,,,,,,,V,,,,,,,,,,,,,,,
1424,ביום צרה,Prov 25:19,,,,,,,,,V,V,,,,,,,,,,,,,,,
1425,ביום קרה,Prov 25:20,,,,,,,,,V,V,,,,,,,,,,,,,,,
1426,לב רע,Prov 25:20,,,,,,,,,,V,,,,,,,,,,,,,,,
1427,רוח צפון,Prov 25:23,,,,,,,,,,V,,,,,,,,,,,,,,,
1428,לשון סתר,Prov 25:23,,,,,,,,,,V,,,,,,,,,,,,,,,
1429,פנת גג,Prov 25:24,,,,,,,,,,V,,,,,,,,,,,,,,,
1430,מאשת מדונים,Prov 25:24,,,,,,,,,V,V,,,,,,,,,,,,,,,
1431,ובית חבר,Prov 25:24,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1432,מארץ מרחק,Prov 25:25,,,,,,,,,V,V,,,,,,,,,,,,,,,
1433,וחקר כבדם ,Prov 25:27,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1434,עִ֣יר פְּ֭רוּצָה,Prov 25:28,?,,,,,,,,,V,,,,V,,,V,,,,,, ,,
1435,קללת חנם,Prov 26:2,,,,,,,,,,V,,,,,,,,,,,,,,,
1436,לְגֵ֣ו כְּסִילִֽים,Prov 26:3,,,,,,,,,V,V,,,,,,,,,,,,,,,
1437,מקצה רגלים,Prov 26:4,,,,,,,,,V,V,,,,,,,,,,,,,,,
1438,ביד כסיל,Prov 26:6,,,,,,,,,V,V,,,,,,,,,,,,,,,
1439,בפי כסילים,Prov 26:7,,,,,,,,,V,V,,,,,,,,,,,,,,,
1440,בְיַד־שִׁכֹּ֑ור,Prov 26:9,,,,,,,,,V,V,,,,,,,,,,,,,,,
1441,בְּפִ֣י כְסִילִֽים,Prov 26:9,,,,,,,,,V,V,,,,,,,,,,,,,,,
1442,מְשִׁ֣יבֵי טָֽעַם,Prov 26:16,,,,,,,,,,V,,,,,,,,,,,V,, ,,
1443,באזני כלב,Prov 26:17,,,,,,,,,V,V,,,,,,,,,,,,,,,
1444,באפס עצים,Prov 26:20,,,,,,,,,V,V,,,,,,,,,,,,,,,
1445,ואיש מדונים,Prov 26:21,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1446,דברי נרגן,Prov 26:22,,,,,,,,,,V,,,,V,,,,V,,,,, ,,
1447,חדרי בטן,Prov 26:22,,,,,,,,,,V,,,,,,,,,,,,,,,
1448,כסף סיגים,Prov 26:23,,,,,,,,,,V,,,,,,,,,,,,,,,
1449,וְלֶב־רָֽע,Prov 26:23,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1450,לשון שקר,Prov 26:28,,,,,,,,,,V,,,,,,,,,,,,,,,
1451,כבד אבן,Prov 27:3,,,,,,,,,,V,,,,,,,,,,,,,,,
1452,ונטל החול,Prov 27:3,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1453,וכעס אויל,Prov 27:3,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1454,אכזריות חמה,Prov 27:4,,,,,,,,,,V,,,,,,,,,,,,,,,
1455,ושטף אף,Prov 27:4,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1456,פצעי אוהב,Prov 27:6,,,,,,,,,,V,,,,,,,,V,,,,, ,,
1457,נשיקות שונא,Prov 27:6,,,,,,,,,,V,,,,,,,,V,,,,, ,,
1458,ומתק רעהו,Prov 27:9,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1459,מעצת נפש,Prov 27:9,,,,,,,,,V,V,,,,,,,,,,,,,,,
1460,וְרֵעֶה אָבִ֡יךָ,Prov 27:10,,,,,,,V,V, ,V,,,,,,,,,,,,,,,
1461,ובית אחיך,Prov 27:10,,,,,,,V,V, ,V,,,,,,,,,,,,,,,
1462,ביום אידך,Prov 27:10,,,,,,,V,,V,V,,,,,,,,,,,,,,,
1463,ביום סגריר,Prov 27:15,,,,,,,,,V,V,,,,,,,,,,,,,,,
1464,ואשת מדונים,Prov 27:15,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1465,ושמן ימינו,Prov 27:16,,,,,,,V,V, ,V,,,,,,,,,,,,,,,
1466,לב האדם,Prov 27:19,,,,,,,,,,V,,,,,,,,,,,,,,,
1467,ועיני האדם,Prov 27:20,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1468,פני צאנך,Prov 27:23,,,,,,,V,, ,V,,,,,,,,,,,,,,,
1469,עשבות הרים,Prov 27:25,,,,,,,,,,V,,,,,,,,,,,,,,,
1470,ומחיר שדה,Prov 27:26,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1471,ודי חלב עזים ,Prov 27:27,,,,,, ,,V, ,V,,,2,,,,,,,,,,,,
1472,ללחם ביתך,Prov 27:27,,,,,,,V,,V,V,,,,,,,,,,,,,,,
1473,בפשע ארץ,Prov 28:2,,,,,,,,,V,V,,,,,,,,,,,,,,,
1474,עֹזְבֵ֣י תֹ֭ורָה,Prov 28:4,,,,,,,,,,V,,,,,,,,,,,V,, ,,
1475,וְשֹׁמְרֵ֥י תֹ֝ורָ֗ה,Prov 28:4,,,,,, ,,V, ,V,,,,,,,,,,,V,, ,,
1476,אנשי רע,Prov 28:5,,,,,,,,,,V,,,,,,,,,,,,,,,
1477,וּמְבַקְשֵׁ֥י יְ֝הוָ֗ה,Prov 28:5,,,יהוה,,,,,V,,V,,,,,,,,,,,V,, ,,
1478,בדרך רע,Prov 28:10,,,,,,,,,V,V,,,,,,,,,,,,,,,
1479,חסר תבונות,Prov 28:16,,,,,,,,,,V,,,,,,,,,,,,,,,
1480,ורב מעשקות,Prov 28:16,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1481,[ושנא] בצע,Prov 28:16,,,,,,,,,,V,,,,,,,,,,, ,,v,,
1482,בדם נפש,Prov 28:17,,,,,,,,,V,V,,,,,,,,,,,,,,,
1483,ומרדף רקים,Prov 28:19,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1484,איש אמונות,Prov 28:20,,,,,,,,,,V,,,,,,,,,,,,,,,
1485,רב ברכות,Prov 28:20,,,,,,,,,,V,,,,,,,,,,,,,,,
1486,פת לחם,Prov 28:21,,,,,,,,,,V,,,,,,,,,,,,,,,
1487,איש רע עין,Prov 28:22,,,,,,,,,,V,,,2,,,,,,,,,,,,
1488,רב מארות,Prov 28:27,,,,,,,,,,V,,,,,,,,,,,,, ,,
1489,איש תוכחות,Prov 29:1,,,,,,,,,,V,,,,,,,,,,,,,,,
1490,ואיש תרומות,Prov 29:4,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1491,בפשע איש ,Prov 29:6,,,,,,,,,V,V,,,,,,,,,,,,,,,
1492,דין דלים,Prov 29:7,,,,,,,,,,V,,,,,,,,,,,,,,,
1493,אנשי לצון,Prov 29:8,,,,,,,,,,V,,,,,,,,,,,,,,,
1494,אנשי דמים,Prov 29:10,,,,,,,,,,V,,,,,,,,,,,,,,,
1495,דבר שקר,Prov 29:12,,,,,,,,,,V,,,,,,,,,,,,,,,
1496,ואיש תככים,Prov 29:13,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1497,עיני שניהם,Prov 29:13,,,,,,,,,,V,,,,,,,,,,,,,,,
1498,איש אף,Prov 29:22,,,,,,,,,,V,,,,,,,,,,,,,,,
1499,ובעל חמה ,Prov 29:22,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1500,רב פשע,Prov 29:22,,,,,,,,,,V,,,,,,,,,,,,,,,
1501,גאות אדם,Prov 29:23,,,,,,,,,,V,,,,,,,,,,,,,,,
1502,ושפל רוח,Prov 29:23,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1503,חרדת אדם,Prov 29:25,,,,,,,,,,V,,,,,,,,,,,,,,,
1504,פני מושל,Prov 29:26,,,,,,,,,,V,,,,,,,,V,,,,, ,,
1505,משפט איש,Prov 29:26,,,,,,,,,,V,,,,,,,,,,,,,,,
1506,תועבת צדיקים,Prov 29:27,,,,,,,,,,V,,,,,,,,,,,,,,,
1507,איש עול,Prov 29:27,,,,,,,,,,V,,,,,,,,,,,,,,,
1508,ותועבת רשע,Prov 29:27,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1509,ישר דרך,Prov 29:27,,,,,,,,,,V,,,,,,,,,,,,,,,
1510,דברי אגור,Prov 30:1,,,,,,,,,,V,,,,,,,,,,,,,,,
1511,נְאֻ֣ם הַ֭גֶּבֶר,Prov 30:1,,,,,,,,,,V,,,,,,,,,,,,,,,
1512,בינת אדם,Prov 30:2,,,,,,,,,,V,,,,,,,,,,,,,,,
1513,ודעת קדשים,Prov 30:3,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1514,כל אפסי ארץ,Prov 30:4,,,,,, V,,,,V,,,,,,,,,,,,,,,
1515,שם בנו,Prov 30:4,,,,,,,V,, ,V,,,,,,,,,,,,,,,
1516,כל אמרת אלוה,Prov 30:5,,,אלוה,,,V,,,,V,,,,,,,,,,,,,,,
1517,ודבר כזב,Prov 30:8,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1518,לחם חקי,Prov 30:8,,,,,,,V,, ,V,,,,,,,,,,,,,,,
1519,שם אלהי,Prov 30:9,,,אלהי ,,,,V,, ,V,,,,,,,,,,,,,,,
1520,ועצר רחם,Prov 30:16,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1521,ליקהת עמים,Prov 30:17,,,,,,,,, V,V,,,,,,,,,,,,,,,
1522,ערבי נחל,Prov 30:17,,,,,,,,,,V,,,,,,,,,,,,,,,
1523,בני נשר,Prov 30:17,,,,,,,,,,V,,,,,,,,,,,,,,,
1524,דרך הנשר ,Prov 30:19,,,,,,,,,,V,,,,,,,,,,,,,,,
1525,דרך נחש,Prov 30:19,,,,,,,,,,V,,,,,,,,,,,,,,,
1526,דרך אניה,Prov 30:19,,,,,,,,,,V,,,,,,,,,,,,,,,
1527,בלב ים,Prov 30:19,,,,,,,,,V,V,,,,,,,,,,,,,,,
1528,ודרך גבר,Prov 30:19,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1529,דרך אשה,Prov 30:20,,,,,,,,,,V,,,,,,,,,,,,,,,
1530,קטני ארץ,Prov 30:24,,,,,,,,,,V,,,,,,,,,,,,,,,
1531,בהיכלי מלך,Prov 30:28,,,,,,,,,V,V,,,,,,,,,,,,,,,
1532,מיטיבי צעד,Prov 30:29,,,,,,,,,,V,,,,,,,,,,,V,, ,,
1533,מיטיבי לכת,Prov 30:29,,,,,,,,,,V,,,,,,,,,,,V,, ,,
1534,זרזיר מתנים,Prov 30:31,,,,,,,,,,V,,,,,,,,,,,,,,,
1535,מיץ חלב,Prov 30:33,,,,,,,,,,V,,,,,,,,,,,,,,,
1536,ומיץ אף,Prov 30:33,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1537,ומיץ אפים,Prov 30:33,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1538,דברי למואל,Prov 31:1,,,,,,,,,,V,,,,,,,,,,,,,,,
1539,מלך משא,Prov 31:1,,,,,,,,,,V,,,,,,,,,,,,,,,
1540,בר בטני,Prov 31:2,,,,,,,V,, ,V,,,,,,,,,,,,,,,
1541,בר נדרי,Prov 31:2,,,,,,,V,, ,V,,,,,,,,,,,,,,,
1542,דין כל בני עני,Prov 31:5,,,,,V, ,,,,V,,,2,,,,,,,,,,,,
1543,למרי נפש,Prov 31:6,,,,,,,,,V,V,,,,,,,,,,,,,,,
1544,דין כל בני חלוף,Prov 31:8,,,,,V, ,,,,V,,,2,,,,,,,,,,,,
1545,אשת חיל,Prov 31:10,,,,,,,,,,V,,,,,,,,,,,,,,,
1546,לב בעלה,Prov 31:11,,,,,,,V,, ,V,,,,,,,,,,,,,,,
1547,כל ימי חייה,Prov 31:12,,,,,,V,V,, ,V,,,,,,,,,,,,,,,
1548,בחפץ כפיה,Prov 31:13,,,,,,,V,,V,V,,,,,,,,,,,,,,,
1549,כאניות סוחר,Prov 31:14,,,,,,,,,V,V,,,,,,,,V,,,,, ,,
1550,מפרי כפיה,Prov 31:16,,,,,,,,,V,V,,,,,,,,,,,,,,,
1551,זקני ארץ,Prov 31:23,,,,,,,,,,V,,,,,,,,,,,,,,,
1552,ותורת חסד,Prov 31:26,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1553,הליכות ביתה,Prov 31:27,,,,,,,V,, ,V,,,,,,,,,,,,,,,
1554,ולחם עצלות,Prov 31:27,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1555,יראת יהוה,Prov 31:30,,,יהוה,,,,,,,V,,,,,,,,,,,,,,,
1556,מפרי ידיה,Prov 31:31,,,,,,,V,,V,V,,,,,,,,,,,,,,,
1557,בעצת רשעים,Psalms 1:1,,,,,,,,,V,V,,,,,,,,,,,,,,,
1558,ובדרך חטאים,Psalms1:1,,,,,,,,V,V,V,,,,,,,,,,,,,,,
1559,ובמושב לצים,Psalms 1:1,,,,,,,,V,V,V,,,,,,,,,,,,,,,
1560,בתורת יהוה,Psalms 1:2,,,יהוה,,,,,,V,V,,,,,,,,,,,,,,,
1561,פלגי מים,Psalms 1:3,,,,,,,,,,V,,,,,,,,,,,,,,,
1562,בעדת צדיקים,Psalms 1:5,,,,,,,,,V,V,,,,,,,,,,,,,,,
1563,דרך צדיקים,Psalms 1:6,,,,,,,,,,V,,,,,,,,,,,,,,,
1564,ודרך רשעים,Psalms 1:6,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1565,מלכי ארץ,Psalms 2:2,,,,,,,,,,V,,,,,,,,,,,,,,,
1566,הר קדשי,Psalms 2:6,,,,,,,V,, ,V,,,,,,,,,,,,,,,
1567,חק יהוה,Psalms 2:7,,,יהוה,,,,,,,V,,,,,,,,,,,,,,,
1568,אפסי ארץ,Psalms 2:8,,,,,,,,,,V,,,,,,,,,,,,,,,
1569,בשבט ברזל,Psalms 2:9,,,,,,,,,V,V,,,,,,,,,,,,,,,
1570,ככלי יוצר ,Psalms 2:9,,,,,,,,,V,V,,,,,,,,V,,,,, ,,
1571,שפטי ארץ,Psalms 2:10,,,,,,,,,,V,,,,,,,,,,,V,, ,,
1572,מהר קדשו ,Psalms 3:5,,,,,,,V,,V,V,,,,,,,,,,,,,,,
1573,שני רשעים,Psalms 3:8,,,,,,,,,,V,,,,,,,,,,,,,,,
1574,אלהי צדקי,Psalms 4:2,,,אלהי צדקי,,,,V,,V,V,,,,,,,,,,,,,,,
1575,בני איש,Psalms 4:3,,,,,,,,,,V,,,,,,,,,,,,,,,
1576,זבחי צדק,Psalms 4:6,,,,,,,,,,V,,,,,,,,,,,,,,,
1577,אור פניך,Psalms 4:7,,,,,,,V,, ,V,,,,,,,,,,,,,,,
1578,מעת דגנם,Psalms 4:8,,,,,,,V,,V,V,,,,,,,,,,,,,,,
1579,לקול שועתי,Psalms 5:3,,,,,,,V,,V,V,,,,,,,,,,,,,,,
1580,כָּל־פֹּ֥עֲלֵי אָֽוֶן,Psalms 5:6,,,,,,V,,,,V,,,,,,,,,,,V,, ,,
1581,דברי כזב,Psalms 5:7,,,,,,,,,,V,,,,,,,,,,,,,,,
1582,איש דמים ומרמה,Psalms 5:7,,,,,,,,,,V,,2, ,,,,,,,,,,,,
1583,ברב חסדך,Psalms 5:8,,,,,,,V,,V,V,,,,,,,,,,,,,,,
1584,היכל קדשך,Psalms 5:8,,,,,,,V,, ,V,,,,,,,,,,,,,,,
1585,ברב פשעיהם,Psalms 5:11,,,,,,,V,,V,V,,,,,,,,,,,,,,,
1586,אֹהֲבֵ֥י שְׁמֶֽךָ,Psalms 5:12,,,,,,,V,, ,V,,,,,,,,,,,V,, ,,
1587,כָּל־פֹּ֣עֲלֵי אָ֑וֶן,Psalms 6:9,,,,,,V,,,,V,,,,,,,,,,,V,, ,,
1588,קול בכיי,Psalms 6:9,,,,,,,V,, ,V,,,,,,,,,,,,,,,
1589,דברי כוש בן ימיני,Psaims 7:1,,,,,,,,,,,V,,2,,,,,,,,,,,,
1590,בעברות צוררי,Psaims 7:7,,,,,,,V,,V,V,,,,,,V,,,,,,, ,,
1591,ועדת לאמים,Psaims 7:8,,,,,,,,V,,V,,,,,,,,,,,,,,,
1592,רע רשעים,Psaims 7:10,,,,,,,,,,V,,,,,,,,,,,,,,,
1593,ישרי לב,Psaims 7:11,,,,,,,,,,V,,,,,,,,,,,,,,,
1594,כלי מות,Psaims 7:14,,,,,,,,,,V,,,,,,,,,,,,,,,
1595,שם יהוה,Psaims 7:18,,,יהוה,,,,,,,V,,,,,,,,,,,,,,,
1596,מפי עוללים וינקים,Psalms 8:3,,,,,,,,,V,V,,2, ,,,V,,,,,,, ,,
1597,מעשי אצבעתיך,Psalms 8:4,,,,,,,V,, ,V,,,,,,,,,,,,,,,
1598,ובן אדם,Psalms 8:5,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1599,במעשי ידיך,Psalms 8:7,,,,,,,V,,V,V,,,,,,,,,,,,,,,
1600,בהמות שדי,Psalms 8:8,,,,,,,V,, ,V,,,,,,,,,,,,,,,
1601,צפור שמים,Psalms 8:9,,,,,,,,,,V,,,,,,,,,,,,,,,
1602,ודגי הים,Psalms 8:9,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1603,ארחות ימים,Psalms 8:9,,,,,,,,,,V,,,2,,,,,,,,,, ,,
1604,שופט צדק,Psalms 9:5,,,,,,,,,,V,,,,,,,,,,,,,V,,
1605,יודעי שמך,Psalms 9:11,,,,,,,V,, ,V,,,,,,,,,,,V,, ,,
1606,צעקת עניים,Psalms 9:13,,,,,,,,,,V,,,,,,,,,,,,,,,
1607,משערי מות,Psalms 9:14,,,,,,,,,V,V,,,,,,,,,,,,,,,
1608,בשערי בת ציון,Psalms 9:15,,,,,,,,,V,V,,,2,,,,,,,,,,,,
1609,בפעל כפיו,Psalms 9:17,,,,,,,V,,V,V,,,,,,,,,,,,,,,
1610,שכחי אלהים,Psalms 9:18,,,אלהים,,,,,,,V,,,,,,,,,,,V,, ,,
1611,תקות ענוים,Psalms 9:19,,,,,,,,,,V,,,,,,,,,,,,,,,
1612,בגאות רשע,Psalms 10:2,,,,,,,,,V,V,,,,,,,,,,,,,,,
1613,תאות נפשו,Psalms 10:3,,,,,,,V,, ,V,,,,,,,,,,,,,,,
1614,כגבה אפו,Psalms 10:4,,,,,,,V,,V,V,,,,,,,,,,,,,,,
1615,במארב חצרים,Psalms 10:8,,,,,,,,,V,V,,,,,,,,,,,,,,,
1616,זרוע רשע,Psalms 10:15,,,,,,,,,,V,,,,,,,,,,,,,,,
1617,מלך עולם,Psalms 10:16,,,,,,,,,,V,,,,,,,,,,,,,,,
1618,תאות ענוים,Psalms 10:17,,,,,,,,,,V,,,,,,,,,,,,,,,
1619,לישרי לב,Psalms 11:2,,,,,,,,,V,V,,,,,,,,,,,,,,,
1620,בהיכל קדשו,Psalms 11:4,,,,,,,V,,V,V,,,,,,,,,,,,,,,
1621,בני אדם,Psalms 11:4,,,,,,,,,,V,,,,,,,,,,,,,,,
1622,ואהב חמס,Psalms 11:5,,,,,,,,V, ,V,,,,,,,,,,,,, V,,
1623,ורוח זלעפות,Psalms 11:6,,,,,,,,V, ,V,,,,,,,,,,,,,,,
1624,מנת כוסם,Psalms 11:6,,,,,,,V,, ,V,,,,,,,,,,,,,,,
1625,מבני אדם,Psalms 12:2,,,,,,,,,V,V,,,,,,,,,,,,,,,
1626,שפת חלקות,Psalms 12:3,,,,,,,,,,V,,,,,,,,,,,,,,,
1627,כל שפתי חלקות,Psalms 12:4,,,,,,V,,,,V,,,,,,,,,,,,,,,
1628,משד עניים,Psalms 12:6,,,,,,,,,V,V,,,,,,,,,,,,,,,
1629,מאנקת אביונים,Psalms 12:6,,,,,,,,,V,V,,,,,,,,,,,,,,,
1630,אמרות יהוה,Psalms 12:7,,,יהוה,,,,,,,V,,,,,,,,,,,,,,,
1631,לבני אדם,Psalms 12:9,,,,,,,,,V,V,,,,,,,,,,,,,,,
1632,עשה טוב,Psalms 14:1,,,,,,,,,,V,,,,,,,,,,,,,V,,
1633,בני אדם,Psalms 14:2,,,,,,,,,,V,,,,,,,,,,,,,,,
1634,עשה טוב,Psalms 14:3,,,,,,,,,,V,,,,,,,,,,,,,V,,
1635,כל פעלי און,Psalms 14:4,,,,,,V,,,,V,,,,,,,,,,,V,, ,,
1636,אכלי עמי,Psalms 14:4,,,,,,,V,, ,V,,,,,,,,,,,V,, ,,
1637,עצת עני,Psalms 14:6,,,,,,,,,,V,,,,,,,,,,,,,,,
1638,ישועת ישראל,Psalms 14:7,,,,,,,,,,V,,,,,,,,,,,,,,,
1639,שבות עמו,Psalms 14:7,,,,,,,V,, ,V,,,,,,,,,,,,,,,
1640,הר קדשך,Psalms 15:1,,,,,,,V,, ,V,,,,,,,,,,,,,,,
1641,יראי יהוה,Psalms 15:4,,,יהוה,,,,,,,V,,,,,,,,,,,,,,,
1642,עשה אלה,Psalms 15:5,,,,,,,,,,V,,,,,,,,,,,,,V,,
1643,ואדירי כל חפצי בם,Psalms 16:3,,,,,V, ,V,V, ,V,,,,,,,,,,,,,,,
1644,מנת חלקי וכוסי,Psalms 16:5,,,,,,,,,,V,,2, ,,,,,,,,,,,,
1645,ארח חיים,Psalms 16:11,,,,,,,,,,V,,,,,,,,,,,,,,,
1646,שבע שמחות ,Psalms 16:11,,,,,,,,,,V,,,,,,,,,,,,,,,
1647,שפתי מרמה,Psalms 17:1,,,,,,,,,,V,,,,,,,,,,,,,,,
1648,לפעלות אדם,Psalms 17:4,,,,,,,,,V,V,,,,,,,,,,,,,,,
1649,בדבר שפתיך,Psalms 17:4,,,,,,,V,,V,V,,,,,,,,,,,,,,,
1650,ארחות פריץ,Psalms 17:4,,,,,,,,,,V,,,,,,,,,,,,,,,
1651,כאישון בת עין,Psalms 17:8,,,,,,,,,V,V,,,2,,,,,,,,,,,,
1652,בצל כנפיך,Psalms 17:8,,,,,,,V,,V,V,,,,,,,,,,,,,,,
1653,לעבד יהוה,Psalms 18:1,,,יהוה,,,,,,V,,V,,,,,,,,,,,,,,
1654,דברי השירה,Psalms 18:1,,,,,,,,,,,V,,,,,,,,,,,,,,
1655,מכף כל אויביו,Psalms 18:1,,,,,V, ,V,,V,,V,,,,,V,,,,,,, ,,
1656,ומיד שאול,Psalms 18:1,,,,,,,V,V,V,,V,,,,,,,,,,,,,,
1657,קרן ישעי,Psalms 18:3,,,,,,,V,, ,V,,,,,,,,,,,,,,,
1658,חבלי מות,Psalms 18:5,,,,,,,V,,,V,,,,,,,,,,,,,,,
